@relation hawks

@attribute id NUMERIC
@attribute month NUMERIC
@attribute day NUMERIC
@attribute year NUMERIC
@attribute captureTime DATE "HH:mm"
@attribute releaseTime DATE "HH:mm"
@attribute age {I, A}
@attribute sex {F, M}
@attribute wing NUMERIC
@attribute weight NUMERIC
@attribute culmen NUMERIC
@attribute hallux NUMERIC
@attribute tail NUMERIC
@attribute species {CH, RT, SS}

@data
775,10,26,2002,11:33,?,I,?,375,1110,27.7,31.3,215,RT
776,10,30,2002,09:50,?,I,F,199,190,12,15.2,163,SS
777,10,30,2002,10:14,?,A,?,405,1255,27.9,31.8,218,RT
778,10,31,2002,12:59,?,A,?,371,1015,24.9,28.4,204,RT
779,10,31,2002,14:16,?,I,F,193,190,12.2,15.2,151,SS
780,10,31,2002,09:46,?,I,?,350,960,26.6,29.9,218,RT
781,10,31,2002,10:00,?,I,F,193,200,11.3,13.5,155,SS
782,11,1,2002,12:50,?,A,?,368,1090,27.3,30.4,216,RT
783,11,2,2002,13:10,?,I,M,185,170,12,14.7,156,SS
784,11,2,2002,10:34,?,I,?,372,1085,25.4,29.8,220,RT
785,11,2,2002,11:22,?,I,?,396,1065,27.7,30,230,RT
786,11,2,2002,13:22,?,I,?,365,1125,26.9,29.3,213,RT
787,11,3,2002,13:24,?,I,?,374,1050,25.5,30.3,220,RT
788,11,4,2002,11:05,?,I,F,253,525,19.5,23.5,213,CH
789,11,6,2002,13:55,?,I,?,372,980,26.4,29,215,RT
790,11,6,2002,12:56,?,I,?,376,1180,24.4,30.7,214,RT
791,11,7,2002,12:45,?,I,M,166,115,9.9,11.6,136,SS
792,11,7,2002,10:30,?,I,?,369,1095,26.6,28.4,215,RT
793,11,7,2002,12:40,?,A,?,391,1330,26.8,30.1,217,RT
794,11,7,2002,10:18,?,I,F,193,185,12.1,14.9,158,SS
795,11,8,2002,12:00,?,A,?,397,1100,22.1,28.8,219,RT
796,11,8,2002,12:15,?,I,?,366,1115,27.1,21,215,RT
797,11,10,2002,13:20,?,A,?,385,1400,30.3,33.3,211,RT
798,11,10,2002,10:50,?,I,?,400,1175,27.6,32.6,234,RT
799,11,11,2002,10:34,?,I,F,198,185,11.8,15.1,161,SS
800,9,5,2003,10:48,?,A,?,365,970,25.9,31.6,208,RT
801,9,14,2003,11:00,?,I,F,194,170,11.6,14,153,SS
802,9,16,2003,11:18,?,I,F,195,175,12,15.6,152,SS
803,9,16,2003,11:36,?,I,F,200,165,11.5,14.5,163,SS
804,9,16,2003,09:33,?,I,?,384,1260,28.6,32.5,226,RT
805,9,17,2003,12:06,?,I,M,159,110,9.9,11.1,125,SS
806,9,18,2003,14:06,?,I,M,161,100,9.3,11.5,134,SS
807,9,18,2003,10:20,?,I,F,191,190,12.3,14.8,162,SS
808,9,18,2003,11:58,?,I,M,216,305,16,20.4,185,CH
809,9,18,2003,12:28,?,I,F,256,510,18.8,23.3,212,CH
810,9,19,2003,12:59,?,I,M,161,90,9.5,11.3,123,SS
811,9,20,2003,11:45,?,A,?,396,1195,27,23.8,228,RT
812,9,20,2003,14:29,?,I,?,391,1035,27.9,33.1,221,RT
813,9,20,2003,11:35,?,I,M,160,90,8.8,11.4,131,SS
814,9,21,2003,12:35,?,I,M,183,160,12.7,14.6,143,SS
815,9,22,2003,11:48,?,I,M,156,85,9.7,11,129,SS
816,9,23,2003,10:38,?,I,?,393,1155,28.3,30.9,223,RT
817,9,23,2003,10:18,?,I,?,397,1260,27.8,32.9,232,RT
818,9,23,2003,10:15,?,I,M,159,95,8.9,10.4,125,SS
819,9,23,2003,10:57,?,I,F,255,440,18.6,22.8,214,CH
820,9,24,2003,12:55,?,I,M,197,175,10,14.9,150,SS
821,9,24,2003,09:40,?,I,M,218,295,16.1,19.4,183,CH
822,9,25,2003,10:17,?,I,F,196,160,12.6,14.5,158,SS
823,9,25,2003,10:17,?,I,?,384,1010,26.8,31.1,230,RT
824,9,25,2003,11:55,?,I,?,385,990,26,29.6,225,RT
825,9,26,2003,13:50,?,I,M,181,150,11.4,14.3,141,SS
826,9,26,2003,10:59,?,I,M,225,300,16,20.1,183,CH
827,9,17,2003,12:04,?,I,?,379,945,24.5,31.3,224,RT
828,9,27,2003,13:35,?,I,F,201,188,11.7,14.9,162,SS
829,9,28,2003,14:12,?,I,M,161,95,10.6,11.5,131,SS
830,9,28,2003,09:52,?,A,M,230,330,15.7,19.4,188,CH
831,9,28,2003,14:21,?,I,M,159,95,9.9,11.2,132,SS
832,9,29,2003,10:44,?,I,?,367,970,26.4,30.5,215,RT
833,9,29,2003,11:16,?,I,?,396,1240,28.9,32.8,237,RT
834,9,29,2003,13:13,?,I,M,157,105,10,11.5,133,SS
835,9,29,2003,14:00,?,I,F,191,165,11.5,14.9,156,SS
836,9,29,2003,09:35,?,I,F,191,170,12.1,15.1,163,SS
837,9,29,2003,09:53,?,I,M,168,100,10.2,11.9,134,SS
838,9,29,2003,09:49,?,I,?,428,1290,28.4,33.9,253,RT
839,9,30,2003,13:08,?,A,F,252,470,19.5,28.4,211,CH
840,9,30,2003,13:30,?,A,F,192,175,11.7,14.2,160,SS
841,9,30,2003,10:19,?,A,F,195,195,13.6,14,158,SS
842,10,1,2003,11:27,?,A,M,233,335,16.3,21.3,187,CH
843,10,1,2003,09:18,?,A,?,364,1150,26.1,28.2,196,RT
844,10,1,2003,10:10,?,I,?,370,960,25.4,30.4,217,RT
845,10,1,2003,09:36,?,I,?,400,1130,28.3,29.4,227,RT
846,10,3,2003,10:11,?,I,?,375,925,25.4,28.6,220,RT
847,10,3,2003,12:12,?,I,?,398,1205,27.6,33.4,227,RT
848,10,4,2003,11:20,?,I,?,385,1040,27.2,31.5,238,RT
849,10,4,2003,12:02,?,I,M,156,100,9.9,11.2,122,SS
850,10,4,2003,12:58,?,I,M,230,335,16.3,19.7,201,CH
851,10,5,2003,13:51,?,I,M,220,335,16.2,20,185,CH
852,10,6,2003,14:47,?,I,M,163,105,10.3,11.7,137,SS
853,10,7,2003,15:15,?,I,?,376,860,25.6,30,220,RT
854,10,7,2003,15:55,?,I,?,360,935,25.8,30,212,RT
855,10,7,2003,12:05,?,A,?,372,1010,24.3,29,197,RT
856,10,7,2003,12:53,?,I,?,400,1285,29.7,33.5,230,RT
857,10,7,2003,13:22,?,A,F,194,210,13,14.5,147,SS
858,10,7,2003,10:07,?,I,?,370,830,23.6,27.8,233,RT
859,10,8,2003,11:53,?,I,M,160,95,10.2,11.2,135,SS
860,10,8,2003,13:40,?,I,?,403,1350,28,32.8,140,RT
861,10,8,2003,14:30,?,I,?,375,1010,25,30.8,218,RT
862,10,8,2003,09:18,?,I,?,373,960,27.7,32.5,222,RT
863,10,10,2003,14:43,?,I,?,385,1370,26.4,29.2,233,RT
864,10,12,2003,11:04,?,I,F,143,170,12.8,13.9,159,SS
865,10,12,2003,11:58,?,I,M,162,100,8.7,11.4,136,SS
866,10,12,2003,12:46,?,I,?,392,1250,28.6,32.9,222,RT
867,10,12,2003,10:58,?,I,?,372,915,24.7,28.2,203,RT
868,10,13,2003,14:12,?,I,?,375,850,25,28,218,RT
869,10,13,2003,10:46,?,I,?,415,1285,29.4,34,242,RT
870,10,14,2003,11:17,?,A,M,161,95,9.8,11.7,129,SS
871,10,14,2003,11:42,?,A,?,380,1005,27,31.6,205,RT
872,10,18,2003,11:58,?,A,?,411,1220,28.1,32.7,236,RT
873,10,21,2003,12:10,?,A,M,161,95,9.6,12.4,121,SS
874,10,21,2003,12:49,?,I,M,165,100,9.8,12,134,SS
875,10,21,2003,10:31,?,I,?,393,1265,28.3,32.7,233,RT
876,10,21,2003,11:08,?,I,?,370,1020,24.6,30,211,RT
877,10,22,2003,12:28,?,A,M,230,360,16,22.1,186,CH
878,10,25,2003,14:48,?,I,?,365,895,24.5,28.9,217,RT
879,10,25,2003,11:43,?,I,?,371,1160,25.7,28.4,218,RT
880,10,25,2003,10:10,?,I,?,400,1585,29,33.8,241,RT
881,10,25,2003,11:30,?,A,?,382,1140,24.9,31.6,218,RT
882,10,25,2003,12:10,?,A,?,371,1115,25.3,29.2,208,RT
883,10,25,2003,13:15,?,A,?,370,1145,25.4,30.2,212,RT
884,10,26,2003,12:00,?,A,F,194,185,12.8,14.8,152,SS
885,10,26,2003,?,,?,A,?,347,990,25.3,29.8,203,RT
887,10,30,2003,10:53,?,I,F,195,165,11.7,14.5,153,SS
888,10,30,2003,12:24,?,A,?,392,1030,26.3,28.1,196,RT
889,10,31,2003,12:45,?,I,M,220,320,15.5,19.5,184,CH
890,11,6,2003,09:08,?,I,F,193,105,13,15.6,156,SS
891,11,6,2003,10:19,?,I,?,365,990,26.4,30,217,RT
892,11,7,2003,11:35,?,A,?,387,1065,28,32.7,212,RT
893,11,7,2003,13:02,?,I,?,400,1050,26.1,29.7,237,RT
894,11,8,2003,12:19,?,I,?,362,840,23.2,26.1,206,RT
895,11,9,2003,11:07,?,I,F,198,190,12.2,15.8,158,SS
896,11,9,2003,11:53,?,I,F,190,200,12.7,15,157,SS
897,11,11,2003,12:47,?,I,F,197,185,12.8,15.6,157,SS
898,11,13,2003,12:55,?,A,?,370,1000,26.9,31.4,201,RT
899,11,14,2003,13:27,?,I,F,200,185,12.8,15.2,158,SS
900,11,17,2003,13:40,?,A,?,360,1325,26.2,30.6,224,RT
901,11,18,2003,11:35,?,A,?,366,945,25.3,27.2,199,RT
902,11,18,2003,12:15,?,A,?,402,1350,28.7,31,219,RT
903,11,18,2003,10:40,?,I,?,366,805,23.5,25.7,217,RT
904,11,18,2003,13:13,?,I,?,380,1525,26,27.6,224,RT
905,11,19,2003,13:35,?,I,F,190,175,12.7,15.4,150,SS
906,11,19,2003,11:20,?,I,?,360,790,21.9,27.6,211,RT
907,11,20,2003,10:06,?,I,?,369,860,25.2,28,207,RT
908,11,20,2003,13:02,?,A,?,199,1290,28.7,32.1,222,RT
